
1, 500, 0.190000, 712.557007
1, 500, 0.195000, 680.276978
1, 500, 0.076000, 663.755981
1, 500, 0.077000, 686.150024
1, 500, 0.075000, 653.043030
1, 500, 0.074000, 639.656006
1, 500, 0.076000, 676.466980
1, 500, 0.056000, 30.775999
1, 500, 0.059000, 27.247000
1, 500, 0.060000, 30.799000
1, 500, 0.056000, 24.350000
1, 500, 0.058000, 23.716000
1, 500, 0.061000, 30.174999
1, 500, 0.057000, 28.309999
1, 500, 0.058000, 26.698000
1, 500, 0.057000, 26.245001
1, 500, 0.060000, 29.011999
2, 500, 0.052000, 49.599998
2, 500, 0.052500, 53.301998
2, 500, 0.053000, 54.257999
2, 500, 0.052500, 50.466999
2, 500, 0.051500, 48.258999
3, 500, 0.050000, 80.592003
3, 500, 0.050333, 76.070000
3, 500, 0.051333, 80.239998
3, 500, 0.050333, 82.281998
3, 500, 0.051000, 80.265999
4, 500, 0.049750, 111.982002
4, 500, 0.049750, 116.707001
4, 500, 0.048000, 113.416000
4, 500, 0.049000, 118.203003
4, 500, 0.050000, 116.185997
5, 500, 0.049000, 174.156006
5, 500, 0.048400, 160.423996
5, 500, 0.048400, 169.479004
5, 500, 0.047600, 150.201004
5, 500, 0.048400, 159.024002
3, 100, 0.050333, 384.618011
3, 100, 0.051000, 385.289001
3, 100, 0.050000, 374.494995
3, 100, 0.050333, 376.609009
3, 100, 0.050000, 378.980988
3, 200, 0.050000, 187.382996
3, 200, 0.050000, 194.143005
3, 200, 0.050333, 189.578003
3, 200, 0.050333, 193.531998
3, 200, 0.051000, 193.923004
3, 300, 0.049333, 128.565994
3, 300, 0.050333, 131.692001
3, 300, 0.050667, 136.479996
3, 300, 0.049667, 132.018997
3, 300, 0.050333, 125.704002
3, 400, 0.049333, 97.889000
3, 400, 0.050000, 96.477997
3, 400, 0.050333, 93.124001
3, 400, 0.050667, 97.665001
3, 400, 0.049667, 93.848999
3, 600, 0.049667, 66.620003
3, 600, 0.051667, 65.378998
3, 600, 0.049333, 62.563000
3, 600, 0.050333, 63.487999
3, 600, 0.050333, 63.674000
3, 700, 0.050000, 55.032001
3, 700, 0.047667, 54.727001
3, 700, 0.051000, 59.294998
3, 700, 0.048000, 51.997002
3, 700, 0.051000, 52.873001
3, 800, 0.048667, 51.250000
3, 800, 0.049667, 51.062000
3, 800, 0.051667, 58.206001
3, 800, 0.050333, 47.487000
3, 800, 0.052667, 57.191002
3, 900, 0.050333, 45.296001
3, 900, 0.049333, 42.473999
3, 900, 0.050667, 48.333000
3, 900, 0.050667, 42.294998
3, 900, 0.051333, 43.514999
3, 1000, 0.050333, 46.861000
3, 1000, 0.050000, 39.865002
3, 1000, 0.050000, 43.401001
3, 1000, 0.048333, 41.243000
3, 1000, 0.049333, 37.256001
3, 500, 0.010000, 24.285999
3, 500, 0.010667, 27.379999
3, 500, 0.009667, 24.864000
3, 500, 0.010333, 26.511999
3, 500, 0.010000, 26.024000
3, 500, 0.019333, 37.636002
3, 500, 0.019000, 37.081001
3, 500, 0.020000, 39.752998
3, 500, 0.020333, 43.025002
3, 500, 0.020000, 40.523998
3, 500, 0.030000, 53.424999
3, 500, 0.030333, 58.424999
3, 500, 0.030000, 48.993999
3, 500, 0.029333, 49.512001
3, 500, 0.030333, 52.223999
3, 500, 0.040333, 61.220001
3, 500, 0.039333, 67.809998
3, 500, 0.041000, 64.358002
3, 500, 0.039667, 60.577999
3, 500, 0.041333, 67.332001
3, 500, 0.060333, 88.410004
3, 500, 0.060667, 97.922997
3, 500, 0.060000, 89.460999
3, 500, 0.060667, 91.252998
3, 500, 0.060000, 88.311996
3, 500, 0.070333, 111.893997
3, 500, 0.070333, 97.596001
3, 500, 0.070000, 108.492996
3, 500, 0.072333, 102.483002
3, 500, 0.070667, 111.643997
3, 500, 0.081333, 128.865997
3, 500, 0.079667, 118.856003
3, 500, 0.080667, 120.480003
3, 500, 0.081667, 115.920998
3, 500, 0.080667, 123.411003
3, 500, 0.092667, 130.742004
3, 500, 0.090667, 131.425995
3, 500, 0.091333, 137.766998
3, 500, 0.092000, 139.106003
3, 500, 0.091667, 136.632004
3, 500, 0.102000, 142.014008
3, 500, 0.099667, 144.975998
3, 500, 0.101000, 149.013000
3, 500, 0.100333, 141.763000
3, 500, 0.099667, 146.694000
